0 -1.570796 0
0 -1.570796 0
0 -1.53938 0
0 -1.53938 0
0 -1.507964 0
0 -1.507964 0
0 -1.476549 0
0 -1.476549 0
0 -1.445133 0
0 -1.445133 0
0 -1.413717 0
0 -1.413717 0
0 -1.382301 0
0 -1.382301 0
0 -1.350885 0
0 -1.350885 0
0 -1.319469 0
0 -1.319469 0
0 -1.288053 0
0 -1.288053 0
0 -1.256637 0
0 -1.256637 0
0 -1.225221 0
0 -1.225221 0
0 -1.193805 0
0 -1.193805 0
0 -1.162389 0
0 -1.162389 0
0 -1.130973 0
0 -1.130973 0
0 -1.099557 0
0 -1.099557 0
0 -1.068142 0
0 -1.068142 0
0 -1.036726 0
0 -1.036726 0
0 -1.00531 0
0 -1.00531 0
0 -0.973894 0
0 -0.973894 0
0 -0.942478 0
0 -0.942478 0
0 -0.911062 0
0 -0.911062 0
0 -0.879646 0
0 -0.879646 0
0 -0.84823 0
0 -0.84823 0
0 -0.816814 0
0 -0.816814 0
0 -0.785398 0
0 -0.785398 0
0 -0.753982 0
0 -0.753982 0
0 -0.722566 0
0 -0.722566 0
0 -0.69115 0
0 -0.69115 0
0 -0.659734 0
0 -0.659734 0
0 -0.628319 0
0 -0.628319 0
0 -0.596903 0
0 -0.596903 0
0 -0.565487 0
0 -0.565487 0
0 -0.534071 0
0 -0.534071 0
0 -0.502655 0
0 -0.502655 0
0 -0.471239 0
0 -0.471239 0
0 -0.439823 0
0 -0.439823 0
0 -0.408407 0
0 -0.408407 0
0 -0.376991 0
0 -0.376991 0
0 -0.345575 0
0 -0.345575 0
0 -0.314159 0
0 -0.314159 0
0 -0.282743 0
0 -0.282743 0
0 -0.251327 0
0 -0.251327 0
0 -0.219911 0
0 -0.219911 0
0 -0.188496 0
0 -0.188496 0
0 -0.15708 0
0 -0.15708 0
0 -0.125664 0
0 -0.125664 0
0 -0.094248 0
0 -0.094248 0
0 -0.062832 0
0 -0.062832 0
0 -0.031416 0
0 -0.031416 0
0 0 0
0 0 0
0 0.031416 0
0 0.031416 0
0 0.062832 0
0 0.062832 0
0 0.094248 0
0 0.094248 0
0 0.125664 0
0 0.125664 0
0 0.15708 0
0 0.15708 0
0 0.188496 0
0 0.188496 0
0 0.219911 0
0 0.219911 0
0 0.251327 0
0 0.251327 0
0 0.282743 0
0 0.282743 0
0 0.314159 0
0 0.314159 0
0 0.345575 0
0 0.345575 0
0 0.376991 0
0 0.376991 0
0 0.408407 0
0 0.408407 0
0 0.439823 0
0 0.439823 0
0 0.471239 0
0 0.471239 0
0 0.502655 0
0 0.502655 0
0 0.534071 0
0 0.534071 0
0 0.565487 0
0 0.565487 0
0 0.596903 0
0 0.596903 0
0 0.628319 0
0 0.628319 0
0 0.659734 0
0 0.659734 0
0 0.69115 0
0 0.69115 0
0 0.722566 0
0 0.722566 0
0 0.753982 0
0 0.753982 0
0 0.785398 0
0 0.785398 0
0 0.816814 0
0 0.816814 0
